АКСиПД:АДР:АКС:Геном:ИТБ:Кибер:Когнит:Композ:НаучКом:Ракеты
::5:::::9:2:5
:::::::::
:::::::::
:::::::::
::5:::::10:4:7
:::::::::
::6:::::9:8:4
:::::::::
:::::::::
:::::::::
:::::::::
::8:::::9:9:7
::6:::::9:5:7
::6:::::10:8:6
::5:::::9:6:4
::4:::::10:0:4
::1:::::9:0:1
