АКСиПД:АДР:АКС:Геном:ИТБ:Кибер:Когнит:Композ:НаучКом:Ракеты
8::6:::::::6
9::7:::::::8
5::5:::::::6
9::7:::::::10
8::6:::::::8
6::7:::::::7
8::8:::::::7
7::8:::::::8
7::7:::::::10
8::6:::::::7
7::7:::::::7
8::8:::::::7
9::7:::::::6
:::::::::8
:::::::::
:::::::::
:::::::::
