АКСиПД:АДР:АКС:Геном:ИТБ:Кибер:Когнит:Композ:НаучКом:Ракеты
9:6:6::5:7:6:::
8:8:5::5:5:3:::
7:3:4::3:2:2:::
7:8:5::3:4:4:::
8:7:5::7:1:5:::
6:6:5::8:5:5:::
9:8:7::8:2:7:::
6:7:5::4:5:4:::
6:3:5::9:6:5:::
6:8:6::3:3:2:::
6:5:6::5:4:5:::
:::::::::
:::::::::
:::::::::
:::::::::
:::::::::
:::::::::
