АКСиПД:АДР:АКС:Геном:ИТБ:Кибер:Когнит:Композ:НаучКом:Ракеты
9::8:::::::7
10::9:::::::8
9::10:::::::7
8::10:::::::7
10::8:::::::9
9::9:::::::7
8::9:::::::8
7::8:::::::6
9::8:::::::6
7::8:::::::6
9::8:::::::6
8::9:::::::9
10::9:::::::6
:::::::::
:::::::::
:::::::::
:::::::::
