АТС-1:АТС-2:БАС:БДиМО:ВРС:ИБС:ИРС:ИЭС:Нано:НМиС:ППТ:Финтех:VR:Космос:Нейро:Телеком:УД:ЯТ
8:8:::::8:::::::::::
::::::8:::::::::::
:::::::::::::::::4
:::6::::::::::::::
8:8:::::::::::::::7:
:::::6::::::::::::
::::::5:::::::::::
::::::::::::::::4:
:::::::::::::::::
:::6::::::::::::::
:::::::::::::7::::
:::::::::::::::::5
8:8::::::10::::::::10::
